,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,fence,misc_feature,misc_val,mo_sold,yr_sold,sale_type,saleprice
1088,45,RM,50.0,6130,Pave,none,3,Lvl,0,Inside,2,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3.0,3.0,1.0,5.0,784.0,1.0,0.0,0.0,784.0,GasA,4,Y,0.0,784,0,0,784,1.0,0.0,1,0,2,1,4,5,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,116,0,0,0,0.0,0.0,none,0,may,2008,WD ,109500
1089,30,RM,50.0,5925,Pave,none,3,Lvl,0,Corner,2,OldTown,Norm,Norm,1Fam,1Story,2,4,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,2,N,3.0,612,0,0,612,0.0,0.0,1,0,1,1,3,4,7,0,0.0,Detchd,1965.0,1.0,1.0,308.0,3.0,2.0,0,0,0,25,0,0,0,0.0,0.0,none,0,oct,2009,WD ,45000
1090,70,RL,68.0,24090,Pave,none,3,Lvl,0,Inside,2,ClearCr,Norm,Norm,1Fam,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1032.0,1032.0,GasA,5,Y,0.0,1207,1196,0,2403,0.0,0.0,2,0,4,1,3,10,7,2,3.0,Attchd,1940.0,1.0,1.0,349.0,3.0,3.0,2,56,0,318,0,0,0,0.0,0.0,none,0,jun,2010,COD,244400
1091,20,RL,80.0,9600,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3.0,3.0,1.0,6.0,1285.0,1.0,0.0,131.0,1416.0,GasA,3,Y,0.0,1644,0,0,1644,1.0,0.0,1,0,3,1,3,7,7,2,4.0,Attchd,1953.0,3.0,2.0,418.0,3.0,3.0,2,110,0,0,0,0,0,0.0,0.0,none,0,oct,2009,WD ,167000
1092,60,RL,65.0,8158,Pave,none,3,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,860.0,860.0,GasA,5,Y,0.0,860,869,0,1729,0.0,0.0,2,1,3,1,4,7,7,0,0.0,Attchd,2002.0,3.0,2.0,542.0,3.0,3.0,2,386,63,0,0,0,0,0.0,0.0,none,0,aug,2007,WD ,200000
1093,30,RL,50.0,5220,Pave,none,2,Lvl,0,Inside,2,SWISU,Norm,Norm,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,830.0,830.0,GasA,4,Y,0.0,879,0,0,879,0.0,0.0,1,0,2,1,3,4,7,0,0.0,Detchd,1936.0,1.0,1.0,180.0,3.0,3.0,1,0,108,0,0,0,0,0.0,0.0,none,0,jan,2006,WD ,80000
1094,20,RL,60.0,8172,Pave,none,3,Lvl,0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,167.0,1.0,0.0,697.0,864.0,GasA,3,Y,0.0,864,0,0,864,1.0,0.0,1,0,2,1,3,5,7,0,0.0,Detchd,1957.0,1.0,2.0,572.0,3.0,3.0,0,0,0,0,0,0,0,0.0,0.0,none,0,apr,2006,WD ,115000
1095,20,RL,72.0,9000,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4.0,3.0,1.0,2.0,616.0,1.0,0.0,580.0,1196.0,GasA,4,Y,3.0,1196,0,0,1196,1.0,0.0,1,0,2,1,3,6,7,1,4.0,Attchd,1956.0,2.0,1.0,297.0,3.0,3.0,2,0,44,0,0,0,0,0.0,0.0,none,0,may,2008,WD ,139000
1096,60,RL,74.0,7844,Pave,none,3,Lvl,0,Inside,2,Sawyer,Norm,Norm,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3.0,3.0,1.0,5.0,209.0,1.0,0.0,463.0,672.0,GasA,3,Y,0.0,672,728,0,1400,0.0,0.0,1,1,3,1,3,6,7,1,3.0,Attchd,1978.0,3.0,2.0,440.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,mar,2006,WD ,149500
1097,70,RL,60.0,9084,Pave,none,3,Lvl,0,Inside,2,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,1.0,0.0,1.0,0.0,755.0,755.0,GasA,3,Y,0.0,755,755,0,1510,1.0,0.0,1,0,4,1,3,7,7,1,4.0,Detchd,1940.0,1.0,1.0,296.0,2.0,1.0,1,120,0,0,0,0,0,0.0,3.0,none,0,oct,2009,WD ,108000
1098,190,RL,60.0,10800,Pave,Grvl,3,Lvl,0,Inside,2,OldTown,Norm,Norm,2fmCon,2Story,4,7,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GasA,3,N,3.0,694,600,0,1294,0.0,0.0,2,0,3,2,3,7,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,0,220,114,210,0,0,0,0.0,0.0,none,0,aug,2008,WD ,106250
1099,20,RL,74.0,8556,Pave,none,3,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1240.0,1240.0,GasA,5,Y,0.0,1240,0,0,1240,0.0,0.0,2,0,2,1,4,5,7,0,0.0,Attchd,2006.0,2.0,3.0,826.0,3.0,3.0,2,140,93,0,0,0,0,0.0,0.0,none,0,may,2007,WD ,194000
1100,20,RL,70.0,9100,Pave,none,3,Lvl,0,Inside,2,Sawyer,RRAe,Norm,1Fam,1Story,5,4,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3.0,3.0,1.0,2.0,36.0,1.0,0.0,952.0,988.0,GasA,5,Y,0.0,988,0,0,988,1.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1977.0,1.0,2.0,624.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,jul,2006,WD ,129500
1101,90,RL,63.0,8668,Pave,none,3,Lvl,0,Corner,2,NAmes,Norm,Norm,Duplex,1Story,5,5,1968,1968,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1560.0,1560.0,GasA,3,Y,0.0,1560,0,0,1560,0.0,0.0,2,0,4,2,3,8,7,0,0.0,Detchd,1968.0,1.0,3.0,792.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,may,2007,WD ,126000
1102,20,RL,70.0,11767,Pave,none,3,Lvl,0,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2.0,3.0,3.0,3.0,1078.0,1.0,0.0,0.0,1078.0,GasA,3,Y,3.0,1368,0,0,1368,1.0,0.0,1,0,3,1,3,6,6,0,0.0,Attchd,1950.0,2.0,1.0,195.0,3.0,3.0,2,0,41,211,0,0,0,0.0,0.0,Shed,900,jun,2009,WD ,120000
1103,20,RL,70.0,8400,Pave,none,3,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4.0,3.0,3.0,6.0,712.0,1.0,0.0,761.0,1473.0,GasA,5,Y,0.0,1484,0,0,1484,1.0,0.0,2,0,3,1,4,7,7,0,0.0,Attchd,2004.0,2.0,2.0,606.0,3.0,3.0,2,0,35,0,144,0,0,0.0,0.0,none,0,may,2010,WD ,213000
1104,120,RL,40.0,3874,Pave,none,2,Lvl,0,Inside,2,Greens,Norm,Norm,TwnhsE,1Story,8,5,1980,1980,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,807.0,1.0,0.0,419.0,1226.0,GasA,3,Y,0.0,1226,0,0,1226,1.0,0.0,1,0,1,1,4,4,7,1,2.0,Attchd,1980.0,3.0,2.0,484.0,3.0,3.0,2,133,78,0,0,0,0,0.0,0.0,none,0,jul,2006,WD ,190000
1105,20,RL,68.0,8076,Pave,none,2,Lvl,0,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,6,6,1993,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4.0,3.0,1.0,6.0,705.0,1.0,0.0,455.0,1160.0,GasA,4,Y,0.0,1169,0,0,1169,0.0,1.0,2,0,3,1,3,6,7,1,3.0,Attchd,1993.0,3.0,2.0,402.0,3.0,3.0,2,0,26,0,0,144,0,0.0,3.0,none,0,jul,2006,WD ,183500
1106,80,RL,93.0,10090,Pave,none,2,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,SLvl,7,5,1963,1999,Gable,CompShg,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3.0,3.0,3.0,3.0,242.0,5.0,483.0,0.0,725.0,GasA,3,Y,0.0,1035,616,0,1651,0.0,1.0,2,0,4,1,3,6,7,2,3.0,BuiltIn,1963.0,1.0,1.0,276.0,3.0,3.0,2,460,46,0,0,165,0,0.0,3.0,none,0,oct,2007,WD ,172000
1107,20,RL,67.0,8877,Pave,none,3,Lvl,0,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,690.0,1.0,0.0,126.0,816.0,GasA,5,Y,0.0,816,0,0,816,1.0,0.0,1,0,2,1,3,3,7,1,4.0,Detchd,1958.0,1.0,1.0,288.0,2.0,2.0,2,0,0,0,0,0,0,0.0,0.0,none,0,may,2009,WD ,100000
1108,20,RL,85.0,11058,Pave,none,3,Lvl,0,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4.0,3.0,1.0,6.0,56.0,1.0,0.0,1508.0,1564.0,GasA,5,Y,0.0,1564,0,0,1564,0.0,0.0,2,0,3,1,4,6,7,0,0.0,Attchd,2007.0,2.0,3.0,814.0,3.0,3.0,2,0,24,0,0,0,0,0.0,0.0,none,0,feb,2008,WD ,218836
1109,190,RM,60.0,10800,Pave,Pave,3,Lvl,0,Inside,2,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,482.0,482.0,GasA,5,N,0.0,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,7,1,3.0,Detchd,2003.0,1.0,2.0,672.0,4.0,3.0,2,0,25,212,0,0,0,0.0,0.0,none,0,apr,2008,WD ,163000
1110,20,RL,59.0,10936,Pave,none,2,Lvl,0,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1510.0,1510.0,GasA,5,Y,0.0,1525,0,0,1525,0.0,0.0,2,1,3,1,4,6,7,1,4.0,Attchd,2006.0,2.0,2.0,534.0,3.0,3.0,2,100,18,0,0,0,0,0.0,0.0,none,0,apr,2007,New,206580
1111,60,RL,65.0,8461,Pave,none,3,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,728.0,728.0,GasA,5,Y,0.0,728,728,0,1456,0.0,0.0,2,1,3,1,4,8,7,1,4.0,Attchd,2005.0,3.0,2.0,390.0,3.0,3.0,2,0,24,0,0,0,0,0.0,0.0,none,0,jul,2006,New,163990
1112,70,RM,60.0,7518,Pave,none,3,Lvl,0,FR3,2,IDOTRR,Norm,Norm,1Fam,2Story,5,8,1910,2004,Gable,CompShg,AsbShng,Plywood,None,0.0,2,4,BrkTil,2.0,2.0,1.0,1.0,0.0,1.0,0.0,396.0,396.0,GasA,4,Y,0.0,665,665,0,1330,0.0,0.0,1,0,3,1,3,7,7,0,0.0,Detchd,2001.0,1.0,1.0,390.0,3.0,3.0,0,0,72,45,0,0,0,0.0,3.0,none,0,jul,2006,WD ,116500
1113,60,RL,68.0,8010,Pave,none,2,Lvl,0,Inside,2,Gilbert,Norm,Norm,1Fam,2Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,840.0,840.0,GasA,5,Y,0.0,840,880,0,1720,0.0,0.0,2,1,3,1,4,7,7,1,4.0,BuiltIn,2002.0,3.0,2.0,400.0,3.0,3.0,2,138,48,0,0,0,0,0.0,0.0,none,0,jul,2008,WD ,188000
1114,85,RL,68.0,10050,Pave,none,2,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3.0,3.0,3.0,6.0,602.0,1.0,0.0,191.0,793.0,GasA,5,Y,0.0,1280,0,0,1280,0.0,1.0,2,0,3,1,3,6,7,1,3.0,Basment,1966.0,3.0,2.0,432.0,3.0,3.0,2,140,40,0,0,0,0,0.0,0.0,none,0,jun,2007,WD ,175000
1115,120,RL,38.0,4740,Pave,none,2,Lvl,0,Inside,2,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1988,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,CBlock,4.0,3.0,4.0,6.0,248.0,1.0,0.0,918.0,1166.0,GasA,4,Y,0.0,1179,0,0,1179,1.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,1988.0,2.0,2.0,480.0,3.0,3.0,2,0,108,0,0,135,0,0.0,0.0,none,0,oct,2007,WD ,182000
1116,30,RM,60.0,6978,Pave,none,3,Bnk,0,Inside,2,OldTown,Artery,Norm,1Fam,1Story,5,7,1926,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,850.0,850.0,GasA,3,Y,0.0,960,0,0,960,0.0,0.0,1,0,2,1,3,5,7,0,0.0,Detchd,1981.0,2.0,2.0,576.0,3.0,3.0,2,0,0,116,0,0,0,0.0,0.0,none,0,apr,2007,WD ,103000
1117,20,RL,68.0,11400,Pave,none,3,Lvl,0,Inside,2,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5.0,3.0,4.0,6.0,1282.0,1.0,0.0,1351.0,2633.0,GasA,5,Y,0.0,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,7,2,4.0,Attchd,2001.0,2.0,3.0,804.0,3.0,3.0,2,314,140,0,0,0,0,0.0,0.0,none,0,mar,2007,WD ,466500
1118,20,RL,66.0,9240,Pave,none,2,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,8,1959,1998,Hip,CompShg,MetalSd,MetalSd,None,0.0,4,3,CBlock,3.0,3.0,1.0,5.0,708.0,1.0,0.0,280.0,988.0,GasA,3,Y,0.0,988,0,0,988,1.0,0.0,2,0,3,1,4,6,7,0,0.0,Attchd,1959.0,1.0,1.0,297.0,3.0,3.0,2,156,0,0,0,0,0,0.0,0.0,none,0,jun,2009,WD ,149500
1119,120,RL,24.0,2304,Pave,none,3,Lvl,0,Inside,2,NPkVill,Norm,Norm,Twnhs,1Story,7,7,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4.0,3.0,1.0,6.0,632.0,1.0,6.0,423.0,1061.0,GasA,3,Y,0.0,1055,0,0,1055,0.0,0.0,2,0,2,1,3,4,7,0,0.0,Attchd,1978.0,1.0,1.0,319.0,3.0,3.0,2,108,32,0,0,0,0,0.0,0.0,none,0,apr,2007,WD ,142500
1120,30,RL,54.0,7223,Pave,none,3,Lvl,0,Inside,2,Crawfor,Norm,Norm,1Fam,1Story,5,5,1926,1950,Hip,CompShg,Stucco,Plywood,None,0.0,3,3,PConc,3.0,3.0,3.0,4.0,319.0,1.0,0.0,971.0,1290.0,GasA,3,Y,0.0,1422,0,0,1422,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1973.0,1.0,1.0,352.0,3.0,3.0,2,0,0,64,0,0,0,0.0,3.0,none,0,apr,2007,WD ,136500
1121,160,RH,68.0,3612,Pave,none,2,Lvl,0,Inside,2,Landmrk,Norm,Norm,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4.0,3.0,1.0,6.0,338.0,1.0,0.0,292.0,630.0,GasA,5,Y,0.0,630,690,0,1320,0.0,0.0,2,1,3,1,3,5,7,0,0.0,Detchd,1993.0,1.0,2.0,484.0,3.0,3.0,2,0,48,0,0,0,0,0.0,3.0,none,0,jun,2006,WD ,137000
1122,20,RL,63.0,12680,Pave,none,2,Lvl,0,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,7,6,1988,1988,Gable,CompShg,Plywood,Wd Sdng,BrkFace,102.0,4,3,CBlock,4.0,4.0,3.0,6.0,983.0,1.0,0.0,692.0,1675.0,GasA,5,Y,0.0,1688,0,0,1688,1.0,0.0,2,0,2,1,5,6,7,1,5.0,Attchd,1988.0,2.0,2.0,528.0,3.0,3.0,2,0,48,0,0,141,0,0.0,0.0,none,0,jun,2008,WD ,226500
1123,20,RL,85.0,10176,Pave,none,3,Lvl,0,Inside,2,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,PConc,4.0,3.0,4.0,6.0,637.0,1.0,0.0,663.0,1300.0,GasA,4,Y,0.0,1341,0,0,1341,1.0,0.0,1,1,2,1,4,5,7,1,1.0,Attchd,1990.0,1.0,2.0,506.0,3.0,3.0,2,192,0,0,0,0,0,0.0,0.0,none,0,feb,2010,WD ,171500
1124,80,RL,55.0,10780,Pave,none,2,Lvl,0,Inside,2,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,3.0,5.0,483.0,1.0,0.0,428.0,911.0,GasA,4,Y,0.0,954,0,0,954,0.0,0.0,1,0,3,1,3,6,7,0,0.0,Detchd,1976.0,1.0,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,jul,2006,WD ,132500
1125,90,RL,68.0,8544,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wall,2,N,3.0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,7,0,0.0,Detchd,1949.0,1.0,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,may,2006,WD ,87500
1126,60,FV,79.0,10646,Pave,none,2,Lvl,0,Corner,2,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,513.0,3,3,PConc,3.0,3.0,1.0,6.0,681.0,1.0,0.0,177.0,858.0,GasA,5,Y,0.0,872,917,0,1789,1.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,2001.0,3.0,2.0,546.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0.0,none,0,jun,2008,WD ,223000
1127,20,RL,80.0,8400,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,6,9,1962,2005,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1319.0,1319.0,GasA,3,Y,0.0,1537,0,0,1537,1.0,0.0,1,1,3,1,4,7,7,1,4.0,Attchd,1962.0,2.0,2.0,462.0,3.0,3.0,2,0,36,0,0,0,0,0.0,4.0,none,0,jul,2008,COD,174000
1128,20,RL,85.0,15428,Pave,none,3,Lvl,0,Inside,2,NAmes,Norm,Norm,1Fam,1Story,5,6,1951,1991,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,741.0,1.0,0.0,143.0,884.0,GasA,5,Y,0.0,884,0,0,884,1.0,0.0,1,0,2,1,3,4,7,0,0.0,Attchd,1951.0,3.0,1.0,270.0,3.0,3.0,2,0,0,0,0,195,0,0.0,0.0,none,0,jun,2006,WD ,142000
1129,20,FV,81.0,11216,Pave,none,3,Lvl,0,Inside,2,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1489.0,1489.0,GasA,5,Y,0.0,1489,0,0,1489,0.0,0.0,2,0,3,1,4,7,7,1,4.0,Attchd,2006.0,2.0,2.0,776.0,3.0,3.0,2,0,140,0,0,0,0,0.0,0.0,none,0,jun,2006,New,232600
1130,20,RL,78.0,10140,Pave,none,3,Lvl,0,Inside,2,NWAmes,Norm,Norm,1Fam,1Story,6,6,1974,1999,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3.0,3.0,1.0,5.0,663.0,2.0,377.0,0.0,1040.0,GasA,2,Y,0.0,1309,0,0,1309,1.0,0.0,1,1,3,1,4,5,7,1,2.0,Attchd,1974.0,2.0,2.0,484.0,3.0,3.0,2,265,0,0,0,0,648,1.0,4.0,none,0,jan,2006,WD ,181000
1131,160,RM,42.0,3964,Pave,none,3,Lvl,0,Inside,2,MeadowV,Norm,Norm,TwnhsE,2Story,6,4,1973,1973,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,837.0,1.0,0.0,105.0,942.0,GasA,4,Y,0.0,1291,1230,0,2521,1.0,0.0,2,1,5,1,3,10,3,1,4.0,Attchd,1973.0,3.0,2.0,576.0,3.0,3.0,2,728,20,0,0,0,0,0.0,4.0,none,0,jun,2006,WD ,151400
1132,20,RL,98.0,11428,Pave,none,2,Lvl,0,Inside,2,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1626.0,1626.0,GasA,5,Y,0.0,1634,0,0,1634,0.0,0.0,2,0,3,1,4,7,7,1,4.0,Attchd,2006.0,2.0,3.0,866.0,3.0,3.0,2,0,44,0,0,0,0,0.0,0.0,none,0,may,2007,WD ,250000
1133,60,RL,80.0,10421,Pave,none,3,Lvl,0,Inside,2,NWAmes,Norm,Norm,1Fam,2Story,7,5,1988,1988,Gable,CompShg,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4.0,3.0,1.0,6.0,394.0,1.0,0.0,586.0,980.0,GasA,3,Y,0.0,980,734,0,1714,0.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1988.0,1.0,2.0,496.0,3.0,3.0,2,228,66,156,0,0,0,0.0,3.0,Shed,500,mar,2010,WD ,196500
1134,75,RM,75.0,13500,Pave,Grvl,3,Lvl,0,Corner,2,OldTown,Norm,Norm,1Fam,2.5Unf,7,8,1879,1987,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3.0,3.0,1.0,1.0,0.0,1.0,0.0,819.0,819.0,GasA,3,Y,3.0,1312,1142,0,2454,0.0,0.0,2,0,3,1,3,8,7,1,4.0,Attchd,1950.0,1.0,2.0,576.0,3.0,3.0,0,0,148,150,0,0,0,0.0,3.0,none,0,feb,2007,WD ,185000
1135,20,RL,75.0,9000,Pave,none,3,Lvl,0,Inside,2,NWAmes,Feedr,Norm,1Fam,1Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3.0,3.0,3.0,4.0,955.0,1.0,0.0,261.0,1216.0,GasA,3,Y,0.0,1216,0,0,1216,1.0,0.0,1,0,3,1,3,5,7,0,0.0,Attchd,1969.0,1.0,1.0,336.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3.0,none,0,aug,2009,WD ,113000
1136,20,RL,60.0,8089,Pave,none,3,HLS,0,Inside,2,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4.0,3.0,3.0,6.0,945.0,1.0,0.0,474.0,1419.0,GasA,5,Y,0.0,1419,0,0,1419,1.0,0.0,2,0,2,1,4,7,7,1,4.0,Attchd,2007.0,2.0,2.0,567.0,3.0,3.0,2,140,0,0,0,0,0,0.0,0.0,none,0,oct,2007,New,392000
1137,90,RL,35.0,9400,Pave,none,2,Lvl,0,CulDSac,2,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4.0,4.0,4.0,6.0,945.0,1.0,0.0,0.0,945.0,GasA,3,Y,0.0,980,0,0,980,0.0,2.0,2,0,4,0,3,4,7,0,0.0,none,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,0,0.0,0.0,none,0,oct,2006,WD ,127500
1138,160,FV,24.0,2117,Pave,none,3,Lvl,0,Inside,2,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4.0,3.0,1.0,6.0,417.0,1.0,0.0,339.0,756.0,GasA,5,Y,0.0,769,804,0,1573,0.0,0.0,2,1,3,1,4,4,7,0,0.0,Detchd,2000.0,1.0,2.0,440.0,3.0,3.0,2,0,32,0,0,0,0,0.0,0.0,none,0,sep,2007,WD ,177000
